,0,1,2,3,4,5,6,7,8
141,0,0,1,0,0,1,0,1,0
142,0,0,1,0,0,1,1,1,0
143,0,0,1,0,0,1,0,1,0
144,0,1,1,0,1,1,1,1,0
145,0,0,1,0,0,1,0,0,0
146,0,0,1,0,0,1,0,1,0
147,0,0,1,0,0,1,1,1,1
148,0,0,1,0,0,1,1,1,0
149,0,0,1,0,0,1,1,1,0
150,0,0,1,0,0,1,1,1,1
151,0,0,1,0,0,1,1,1,1
152,0,0,1,0,0,1,1,1,1
153,0,0,1,0,0,1,1,1,1
154,0,1,1,0,1,1,1,0,1
155,0,1,1,0,1,1,1,1,1
156,0,0,1,0,0,1,1,1,1
157,0,1,1,0,1,1,1,0,1
158,0,0,1,0,0,1,1,1,1
159,0,0,1,0,0,1,0,1,1
160,0,0,1,0,0,1,1,1,1
161,0,0,1,0,0,1,0,1,0
162,0,0,1,0,0,1,1,1,1
163,1,0,1,1,0,1,1,1,1
164,0,0,1,0,0,1,1,1,1
165,1,0,1,1,0,1,1,1,1
166,0,0,1,0,0,1,1,1,1
167,0,0,1,0,0,1,1,1,0
168,0,0,1,0,0,1,0,1,1
169,0,0,1,0,0,1,1,1,1
170,0,0,1,0,0,1,0,1,0
171,0,0,1,0,0,1,0,1,1
172,1,0,1,1,0,1,1,1,1
173,0,1,1,0,1,1,1,1,0
174,0,0,1,0,0,1,1,0,0
175,0,0,1,0,0,1,1,1,0
176,0,1,1,1,1,1,1,1,1
177,1,0,1,1,0,1,0,0,1
178,1,0,1,1,0,1,1,1,1
179,1,1,0,1,1,0,1,1,1
180,1,1,0,1,1,0,1,1,1
181,1,0,1,1,1,1,1,0,0
182,0,1,0,0,1,0,1,0,0
183,1,1,0,1,1,0,1,1,1
184,1,1,0,1,1,0,1,1,1
185,1,1,1,1,1,1,1,1,0
186,0,1,1,0,1,1,1,0,1
187,1,1,1,1,1,1,1,1,1
188,0,1,0,0,1,0,1,1,1
189,0,1,0,1,1,0,0,1,0
190,0,0,1,0,0,1,1,0,1
191,0,1,1,0,1,1,1,1,0
192,0,0,1,1,1,1,0,1,1
193,1,1,1,1,1,1,0,1,1
194,1,1,1,1,1,1,1,1,0
195,1,1,0,1,1,1,1,1,1
196,1,0,0,1,1,0,1,1,1
197,1,0,1,1,1,1,0,1,1
198,1,1,0,1,1,0,1,0,1
199,1,0,0,1,0,0,1,1,1
200,1,1,1,1,1,1,1,0,0
201,1,1,1,1,1,1,1,0,1
202,0,0,0,1,1,1,0,0,1
203,0,1,0,0,0,1,0,1,1
204,1,1,1,1,1,1,1,1,1
205,1,1,1,1,1,1,1,1,1
206,0,1,0,0,1,0,1,1,0
207,1,1,1,1,1,1,1,1,1
208,1,1,1,1,1,1,1,0,1
209,0,0,0,0,0,1,0,1,1
210,1,0,0,1,0,0,1,1,1
211,1,1,1,1,1,1,1,1,1
212,1,1,1,1,1,1,0,1,0
213,1,0,0,1,0,0,1,1,1
214,1,0,1,1,0,1,0,1,1
215,1,0,1,1,0,1,0,1,1
216,1,1,1,1,1,1,0,1,1
217,1,1,1,1,1,1,0,1,1
218,1,0,1,1,0,1,0,1,1
219,1,1,1,1,1,1,1,1,1
220,1,1,1,1,1,1,0,1,1
221,0,1,1,0,1,1,1,1,1
222,1,1,1,1,1,1,1,1,1
223,0,1,1,0,1,1,1,1,1
224,0,1,1,0,1,1,0,1,1
225,1,0,1,1,0,1,0,0,1
226,1,0,1,1,1,1,0,1,1
227,0,0,0,0,1,1,1,0,1
228,1,0,1,1,0,1,1,0,1
229,0,1,1,0,1,1,1,1,1
230,1,1,0,1,1,0,1,1,1
231,1,1,1,1,1,1,1,0,1
232,0,1,1,0,1,1,1,1,1
233,1,1,1,1,1,1,1,1,1
234,1,1,1,1,1,1,1,1,1
235,1,0,1,1,1,1,1,1,1
236,1,1,1,1,1,1,1,1,1
237,1,1,1,1,1,1,1,1,1
238,1,1,1,1,1,1,1,1,1
239,1,1,1,1,1,1,1,1,1
240,1,1,0,1,1,0,1,0,1
241,1,1,0,0,0,0,1,0,0
242,1,1,1,1,1,1,1,1,1
243,1,1,0,1,1,0,0,1,1
244,1,1,1,1,1,1,1,1,1
245,1,1,1,1,1,1,1,0,1
246,1,1,1,1,1,1,1,1,1
247,1,1,1,1,1,1,1,1,1
248,0,0,1,0,0,1,1,1,1
249,0,0,1,0,0,1,1,1,1
250,0,0,1,0,0,1,1,1,1
251,0,0,1,0,0,1,1,1,1
252,0,0,1,0,0,1,1,1,1
253,0,0,1,0,0,1,1,1,1
254,0,0,1,0,0,1,1,1,1
255,0,0,1,0,0,1,1,1,1
256,0,0,1,0,0,1,1,1,1
257,0,0,1,0,0,1,1,1,1
258,0,0,1,0,0,1,1,1,1
259,0,0,1,0,0,1,1,1,1
260,0,0,1,0,0,1,1,1,1
261,0,0,1,0,0,1,1,1,1
262,0,0,1,0,0,1,1,1,1
263,0,0,1,0,0,1,1,1,1
264,0,0,1,0,0,1,1,1,1
265,0,0,1,0,0,1,1,1,1
266,0,0,0,0,0,0,1,1,1
267,0,0,1,0,0,1,1,1,1
268,0,0,1,0,0,1,1,1,1
269,0,0,1,0,0,1,1,1,1
270,0,0,1,0,0,1,1,1,1
271,0,0,0,0,0,0,1,1,1
272,0,0,1,0,0,1,1,1,1
273,0,0,1,0,0,1,1,1,1
274,0,0,1,0,0,1,1,1,1
275,0,0,1,0,0,1,1,1,1
276,0,0,1,0,0,1,1,1,1
277,0,0,1,0,0,1,1,1,1
278,0,0,1,0,0,1,1,1,1
279,0,0,1,0,0,1,1,1,1
280,0,0,1,0,0,1,1,1,1
281,0,0,1,0,0,1,1,1,1
282,0,0,1,0,0,1,1,1,1
283,0,0,1,0,0,1,1,1,1
284,0,0,1,0,0,1,1,1,1
285,0,0,0,0,0,0,1,1,1
286,0,0,1,0,0,1,1,1,1
287,0,0,1,0,0,1,1,1,1
288,0,0,0,0,0,0,1,1,1
289,0,0,1,0,0,1,1,1,1
290,0,0,1,0,0,1,1,1,1
291,0,0,1,0,0,1,1,1,1
292,0,0,1,0,0,1,1,1,1
293,0,0,1,0,0,1,1,1,1
294,0,0,1,0,0,1,1,1,1
295,0,0,1,0,0,1,1,1,1
296,0,0,1,0,0,1,0,1,0
297,0,0,1,0,0,1,0,1,0
298,0,1,1,0,1,1,1,1,0
299,0,0,1,0,0,1,1,1,0
300,0,0,1,0,1,1,1,1,1
301,0,0,1,0,0,1,1,1,0
302,0,0,0,0,0,0,1,1,0
303,0,0,1,0,0,1,1,0,0
304,0,0,1,0,0,1,1,0,0
305,0,0,1,0,0,1,1,1,1
306,1,0,1,1,0,1,1,1,1
307,0,0,1,0,0,1,1,0,1
308,0,0,1,0,0,1,1,1,1
309,0,0,1,0,0,1,1,1,1
310,0,0,1,0,0,1,1,0,0
311,0,0,1,0,0,1,0,0,0
312,0,0,1,0,0,1,1,0,1
313,0,0,1,0,0,1,0,0,0
314,1,1,1,1,1,1,1,1,1
315,0,0,1,0,0,1,1,1,1
316,0,0,1,0,0,1,1,1,1
317,0,0,1,0,0,1,1,1,1
318,0,0,1,0,0,1,1,1,1
319,0,0,1,0,0,1,0,0,0
320,0,0,1,0,0,1,0,0,0
321,0,0,1,0,0,1,0,1,1
322,0,0,1,0,0,1,1,1,1
323,0,0,1,0,0,1,1,1,1
324,0,0,1,0,0,1,1,1,1
325,0,0,1,0,0,1,0,0,0
326,0,0,1,0,0,1,1,1,1
327,0,0,1,0,0,1,0,1,1
328,0,0,1,0,0,1,1,1,0
329,0,0,1,0,0,1,0,1,0
330,0,0,1,0,0,1,1,1,0
331,0,0,1,0,0,1,1,1,0
332,0,0,1,0,0,1,1,1,0
333,0,0,1,0,0,1,1,1,0
334,0,0,1,0,0,1,1,1,0
335,0,0,1,0,0,1,1,1,0
336,0,0,1,0,0,1,0,1,0
337,0,0,1,0,0,1,0,1,0
338,0,0,1,0,0,1,1,1,0
339,0,0,1,0,0,1,1,1,1
340,0,0,1,0,0,1,1,1,0
341,0,0,1,0,0,1,1,1,0
342,0,0,1,0,0,1,1,1,0
343,0,0,1,0,0,1,0,1,0
344,0,0,1,0,0,1,1,1,0
345,0,0,1,0,0,1,1,1,0
346,0,0,1,0,0,1,1,1,0
347,0,1,1,1,1,1,1,0,0
348,0,0,1,0,0,1,0,0,1
349,0,1,0,0,1,0,1,0,1
350,0,1,1,0,1,1,1,1,1
351,0,1,1,0,1,1,0,1,1
352,0,0,1,0,0,1,1,1,1
353,0,1,1,0,1,1,1,1,1
354,0,1,1,0,1,1,1,1,0
355,1,1,1,1,1,0,1,1,1
356,0,0,0,0,0,0,1,1,1
357,0,1,1,0,1,1,1,0,1
358,1,1,1,1,1,1,1,1,1
359,1,0,1,1,1,1,1,1,1
360,0,1,0,0,1,1,1,1,1
361,1,1,1,1,1,1,1,1,1
362,0,1,1,0,1,1,1,1,0
363,1,1,0,1,0,1,1,1,1
364,0,1,0,1,1,0,1,1,1
365,0,1,0,0,1,1,1,1,1
366,0,1,0,0,1,1,1,1,1
367,1,1,0,1,1,0,1,1,1
368,0,0,0,0,0,0,1,1,0
369,0,0,0,0,0,1,1,1,0
370,0,1,1,0,1,1,1,0,1
371,1,0,1,1,0,1,1,1,1
372,1,1,1,1,1,1,1,1,1
373,1,1,1,1,1,1,0,1,1
374,1,1,1,1,1,1,1,1,1
375,0,1,1,1,1,1,0,0,1
376,1,1,0,1,1,0,0,1,1
377,1,1,1,1,1,1,1,1,0
378,0,0,0,1,1,1,1,1,1
379,0,1,1,0,1,1,0,0,1
380,0,0,0,0,1,1,0,1,1
381,0,0,0,0,1,1,0,1,1
382,1,1,1,1,1,1,1,1,1
383,1,1,1,1,1,1,1,1,1
384,1,1,1,1,1,1,1,1,1
385,1,1,1,1,1,1,1,0,1
386,0,0,0,0,1,0,0,1,1
387,0,1,0,1,1,0,1,1,1
388,1,1,1,0,1,1,1,0,1
389,0,0,0,0,1,0,0,1,1
390,0,1,1,0,1,1,0,1,0
391,1,1,1,1,1,1,0,0,0
392,1,1,1,1,1,1,0,0,0
393,1,1,0,1,1,1,0,1,0
394,1,0,0,1,0,0,1,1,0
395,1,1,1,1,1,1,1,1,1
396,1,1,1,1,1,1,1,1,1
397,1,1,1,1,1,1,1,1,1
398,1,1,1,1,1,1,1,1,1
399,1,1,1,1,1,1,1,1,1
400,1,1,1,1,1,1,1,0,1
401,1,1,1,1,1,1,0,0,1
402,1,1,1,1,1,1,0,1,0
403,0,0,0,0,0,0,1,1,1
404,0,0,0,0,0,1,0,0,1
405,1,0,1,1,0,1,0,1,1
406,0,0,0,0,0,0,0,0,0
407,1,1,1,1,1,1,1,1,1
408,1,0,1,1,0,1,1,1,1
409,1,0,1,1,1,1,1,1,1
410,0,0,0,0,0,0,1,1,1
411,0,0,0,0,0,0,1,1,0
412,0,0,0,0,0,0,0,0,0
413,1,0,1,1,0,1,0,1,0
414,1,0,1,1,1,1,1,1,1
415,0,0,1,0,1,1,1,1,1
416,1,1,1,1,1,1,1,1,1
417,1,0,1,1,1,1,1,1,1
418,1,1,1,1,0,1,0,1,1
419,0,0,1,1,1,0,1,1,1
420,0,1,1,1,0,1,0,0,0
421,1,1,1,1,1,1,1,0,1
422,0,0,1,0,0,1,1,1,1
423,1,1,1,1,1,1,1,1,1
424,1,1,1,1,1,1,1,1,1
425,1,1,1,1,1,1,1,1,1
426,1,1,1,1,1,1,1,1,0
427,1,0,1,1,0,1,1,1,1
428,1,1,1,1,1,1,1,1,1
429,1,0,1,1,0,1,0,1,0
430,1,0,1,1,0,1,0,1,1
431,1,1,0,1,1,0,1,1,1
432,1,1,1,1,1,1,1,0,1
433,1,1,1,1,1,1,1,1,1
434,1,0,0,1,0,1,1,1,1
435,0,0,1,0,0,1,1,0,1
436,0,0,1,0,0,1,1,0,1
437,0,0,1,0,0,1,1,0,1
438,0,0,1,0,0,1,1,0,1
439,0,0,1,0,0,1,1,0,1
440,0,0,1,0,0,1,1,0,1
441,0,0,1,0,0,1,1,1,1
442,0,0,1,0,0,1,1,0,1
443,0,0,1,0,0,1,1,0,1
444,0,0,1,0,0,1,1,0,1
445,0,0,0,0,0,1,1,0,1
446,0,0,1,0,0,1,1,0,1
447,0,0,1,0,0,1,1,0,1
448,0,0,1,0,0,1,1,0,1
449,0,0,1,0,0,1,1,0,1
450,1,0,1,1,0,1,1,0,1
451,0,0,0,0,0,0,1,0,1
452,0,0,0,0,0,0,1,0,1
453,0,0,0,0,0,0,1,0,1
454,0,0,0,0,0,0,1,0,1
455,0,0,1,0,0,1,1,0,1
456,0,0,0,0,0,0,1,0,1
457,0,0,1,0,0,1,1,0,1
458,0,0,1,0,0,1,1,0,1
459,0,0,0,0,0,0,1,0,1
460,0,0,0,0,0,0,1,0,1
461,0,0,0,0,0,1,1,1,1
462,0,0,1,0,0,1,1,0,1
463,0,0,0,0,0,0,1,0,1
464,0,0,1,0,0,1,1,0,1
465,0,0,0,0,0,0,1,1,1
466,0,0,0,0,0,0,1,1,0
467,0,0,1,0,0,1,1,1,1
468,0,0,1,0,0,1,1,1,0
469,0,0,1,0,1,1,1,1,1
470,0,0,1,0,0,1,1,1,1
471,0,0,1,0,0,1,1,1,0
472,0,0,1,0,0,1,0,1,0
473,0,0,1,0,0,1,1,1,1
474,0,0,1,0,0,1,1,1,0
475,0,0,1,0,0,1,1,1,0
476,0,0,1,0,0,1,1,1,1
477,0,0,1,0,0,0,1,1,1
478,0,0,1,0,1,1,1,1,1
479,0,0,1,0,0,1,1,1,0
480,0,0,1,0,0,1,1,1,1
481,0,0,1,0,0,1,1,0,1
482,0,0,1,0,0,1,1,1,1
483,0,0,1,0,0,1,1,1,1
484,0,0,1,0,0,1,1,1,1
485,0,0,1,0,0,1,1,1,1
486,0,0,1,0,0,1,1,1,0
487,0,0,0,0,0,0,1,1,1
488,0,0,1,0,0,1,1,1,0
489,0,0,1,0,0,1,1,1,1
490,0,0,1,0,0,1,1,1,1
491,0,0,1,0,0,1,1,1,1
492,0,0,1,0,0,1,1,1,1
493,0,0,1,0,0,1,1,1,1
494,0,0,1,0,0,1,1,1,1
495,0,0,1,0,0,1,1,1,1
496,0,0,1,0,0,1,1,1,1
497,0,0,1,0,0,1,1,1,0
498,0,0,1,0,0,1,1,1,1
499,0,1,1,0,1,1,1,1,1
500,0,0,1,0,0,1,1,1,1
501,0,0,1,0,0,1,1,1,1
502,0,0,1,0,0,1,1,1,1
503,0,0,1,0,0,1,1,1,0
504,0,0,1,0,0,1,0,1,1
505,0,0,1,0,0,1,0,1,1
506,0,0,1,0,0,1,1,1,0
507,0,0,1,0,0,1,1,1,1
508,0,0,1,0,0,1,0,1,1
509,0,0,1,0,0,1,0,1,1
510,0,0,1,0,0,1,1,1,1
511,0,1,1,0,1,1,1,1,1
512,0,1,1,0,1,1,1,1,1
513,0,1,1,0,1,1,0,1,1
514,0,0,1,0,0,1,1,1,1
515,0,0,1,0,0,1,0,1,1
516,0,0,1,0,0,1,1,1,1
517,0,0,1,0,0,1,1,1,1
518,0,0,1,0,0,1,0,1,1
519,0,0,1,0,0,1,1,1,1
520,0,0,1,0,0,1,1,1,0
521,0,0,1,0,0,1,1,1,1
522,0,1,1,0,1,1,0,1,1
523,1,1,1,1,1,1,1,1,1
524,1,1,1,1,1,1,1,0,1
525,1,1,1,1,1,1,1,1,1
526,0,0,0,0,0,0,1,1,0
527,0,1,0,0,1,0,1,1,1
528,0,0,0,1,0,0,1,0,0
529,0,0,1,0,0,1,0,1,1
530,0,1,1,0,1,1,0,1,1
531,1,1,1,1,1,1,0,1,1
532,1,0,1,1,0,1,0,1,1
533,1,1,1,1,1,1,1,1,1
534,1,1,1,1,1,1,1,1,1
535,1,1,1,1,1,1,1,1,1
536,0,0,1,1,0,1,1,1,1
537,1,1,1,1,1,1,0,1,0
538,1,1,1,1,1,1,1,1,0
539,0,1,1,0,1,1,1,1,1
540,0,0,1,0,1,1,0,0,1
541,0,0,0,0,0,0,1,0,1
542,0,0,0,0,0,0,1,0,1
543,1,0,0,1,0,1,1,1,0
544,1,1,0,1,1,0,1,1,1
545,1,1,0,1,1,0,1,1,1
546,0,0,1,0,0,1,1,1,1
547,0,1,1,0,1,1,1,1,1
548,0,0,1,0,0,1,1,1,1
549,0,0,0,1,0,0,1,1,1
550,1,0,0,1,0,0,0,1,1
551,1,0,1,1,0,1,0,1,1
552,0,0,1,1,1,1,1,1,0
553,1,1,1,1,1,1,1,0,1
554,0,0,1,0,1,1,1,1,1
555,1,1,0,1,1,1,0,0,1
556,0,1,0,1,1,1,1,1,1
557,1,1,1,1,1,1,1,0,1
558,1,0,1,1,0,1,1,0,1
559,0,1,0,1,1,0,0,1,1
560,1,0,1,1,0,1,0,1,1
561,0,0,0,0,0,0,0,1,0
562,1,1,1,1,1,1,1,1,1
563,1,1,1,1,1,1,1,1,1
564,0,1,0,0,1,0,1,1,0
565,0,1,0,0,1,1,1,0,1
566,0,1,1,0,1,1,1,1,1
567,1,1,1,1,1,1,1,1,1
568,1,1,0,1,1,0,0,0,1
569,1,1,1,1,1,1,0,1,0
570,0,1,1,0,1,1,1,1,1
571,0,1,1,0,1,1,1,1,1
572,0,1,1,0,1,1,1,1,1
573,0,1,1,1,1,1,1,1,1
574,1,1,1,1,1,1,1,1,1
575,0,0,1,0,1,1,1,1,1
576,0,1,1,1,1,1,1,1,1
577,0,1,0,0,1,0,1,1,1
578,0,0,1,1,1,1,0,1,0
579,0,0,0,0,0,1,0,1,1
580,1,0,0,1,1,0,1,1,1
581,1,1,1,1,1,1,0,0,1
582,1,1,0,1,1,0,0,0,1
583,1,0,0,1,0,0,1,1,0
584,1,0,1,1,0,1,1,1,0
585,0,1,1,0,1,1,1,1,1
586,1,0,1,1,0,1,1,1,1
587,1,1,1,1,1,1,1,1,1
588,1,1,1,1,1,1,1,0,1
589,1,1,1,1,1,1,1,1,1
590,1,0,0,1,0,0,1,1,1
591,1,0,0,1,1,0,0,1,1
592,0,1,1,0,1,1,1,1,0
593,0,1,0,0,1,0,1,0,1
594,0,0,0,0,0,1,0,0,1
595,0,1,1,0,0,1,0,1,0
596,0,0,1,0,0,1,0,0,1
597,1,1,1,1,1,1,1,1,0
598,1,1,1,1,1,1,1,1,0
599,0,0,1,0,0,1,1,1,1
600,1,1,1,1,1,1,1,1,1
601,0,0,1,0,0,1,0,1,1
602,1,1,0,1,1,0,1,1,1
603,1,1,0,1,1,0,1,1,1
604,1,0,1,1,1,1,1,1,1
605,0,0,1,1,0,1,1,1,1
606,1,1,0,1,1,0,1,1,1
607,0,0,0,0,0,0,0,1,0
608,1,1,1,1,1,1,1,1,0
609,0,0,0,0,0,0,1,1,1
610,0,0,0,0,0,0,1,1,1
611,0,0,0,0,0,0,1,0,1
612,0,0,0,0,0,0,1,0,1
613,0,0,1,0,0,1,1,1,1
614,0,0,1,0,0,1,1,1,1
615,0,0,1,0,0,1,1,1,1
616,0,0,1,0,0,1,1,1,1
617,0,0,1,0,0,1,1,1,1
618,0,0,1,0,0,1,1,0,1
619,0,0,1,0,0,1,1,0,1
620,0,0,1,0,0,1,1,0,1
621,0,0,1,0,0,1,1,0,1
622,0,0,1,0,0,1,1,1,1
623,0,0,1,0,0,1,1,0,1
624,0,0,0,0,0,0,1,0,1
625,0,0,1,0,0,1,1,0,1
626,0,0,0,0,0,0,1,0,1
627,0,0,1,0,0,1,1,1,1
628,0,0,1,0,0,1,1,0,1
629,0,0,0,0,0,0,1,0,1
630,0,0,1,0,0,1,1,1,1
631,0,0,1,0,0,1,1,0,1
632,0,0,0,0,0,0,1,1,1
633,0,0,1,0,0,1,1,1,1
634,0,0,1,0,0,1,1,1,1
635,0,0,1,0,0,1,1,0,1
636,0,0,0,0,0,0,1,0,1
637,0,0,1,0,0,1,1,1,0
638,0,0,1,0,0,1,1,1,0
639,0,0,1,0,0,1,1,1,1
640,1,1,1,1,1,1,1,1,0
641,0,0,1,0,0,1,1,1,1
642,0,1,1,0,1,1,1,1,1
643,0,1,1,0,1,1,1,1,1
644,0,0,1,0,0,1,1,1,0
645,0,0,1,0,0,1,0,1,1
646,0,0,1,0,0,1,1,1,0
647,0,0,1,0,0,1,1,1,0
648,0,0,1,0,0,1,1,1,0
649,1,1,1,1,1,1,1,1,0
650,0,0,1,0,0,1,1,1,0
651,0,0,1,0,0,1,1,1,1
652,1,0,1,1,0,1,1,1,1
653,0,0,1,0,0,1,1,1,0
654,0,0,1,0,0,1,1,1,1
655,0,0,1,0,0,1,1,1,0
656,0,0,1,0,0,1,1,1,0
657,0,0,1,0,0,1,1,1,0
658,0,0,0,0,0,0,1,0,0
659,0,0,1,0,0,1,1,1,1
660,0,0,1,0,0,1,1,1,1
661,0,0,1,0,0,1,1,1,0
662,0,0,0,0,0,0,1,1,1
663,0,0,1,0,0,1,1,1,1
664,0,0,1,0,0,1,1,1,1
665,0,0,1,0,0,1,1,1,1
666,0,0,1,0,0,1,1,1,1
667,0,0,1,0,0,1,1,1,1
668,0,0,1,0,0,1,1,1,1
669,0,0,1,0,0,1,1,1,1
670,0,0,1,0,0,1,1,1,1
671,0,0,1,0,0,1,1,1,1
672,0,0,1,0,0,1,1,1,1
673,0,0,1,0,0,1,1,1,1
674,0,0,1,0,0,1,1,1,1
675,0,0,1,0,0,1,1,1,1
676,0,0,1,0,0,1,1,1,1
677,0,0,1,0,0,1,1,1,1
678,0,0,1,0,0,1,1,1,1
679,0,0,1,0,0,1,1,1,1
680,0,0,1,0,0,1,1,1,1
681,0,0,1,0,0,1,1,1,0
682,0,0,1,0,0,1,1,1,1
683,0,0,1,0,0,1,1,1,1
684,0,0,1,0,0,1,1,1,1
685,0,0,1,0,0,1,1,1,1
686,0,0,1,0,0,1,1,1,1
687,0,0,1,0,0,1,1,1,1
688,0,0,0,0,0,1,1,0,0
689,1,1,1,1,1,1,1,1,0
690,1,0,1,1,1,1,1,1,0
691,1,1,1,1,1,1,1,1,0
692,0,1,0,1,1,1,1,1,1
693,0,0,1,0,1,1,1,0,1
694,1,1,1,1,1,1,1,1,0
695,1,1,1,1,1,1,1,1,1
696,1,0,1,1,0,1,1,1,1
697,0,1,1,0,1,1,1,0,0
